id,hsk_level,hanzi,pinyin,meaning_ja,explanation_ja,grammar_point_id,grammar_label_raw,source_site,source_id
160,1,请写谢谢两个字。,Qǐng xiě xièxie liǎng gè zì.,「ありがとう」という2文字を書いてください。,「写」は「書く」、「谢谢」は「ありがとう」です。,8,和／能／请,HSKsentences,160
161,1,新年是星期日。,Xīnnián shì xīngqīrì.,新年は日曜日です。,「新年」「星期日」はどちらも時間名詞です。,5,是／也／都,HSKsentences,161
162,1,星期天、星期都休息。,"Xīngqītiān, xīngqī dōu xiūxi.",日曜日も、その週もどちらも休みです。,「星期」は「曜日・週」を表す名詞です。,5,是／也／都,HSKsentences,162
163,1,洗手间在学院旁边。,Xǐshǒujiān zài xuéyuàn pángbiān.,トイレは学院のそばにあります。,「洗手间」は「トイレ」という名詞です。,,想／多少／个,HSKsentences,163
164,1,学校有一页字。,Xuéxiào yǒu yí yè zì.,学校に1ページの字があります。,「页」はページを数える量詞です。,,是／也／都,HSKsentences,164
165,1,爷爷喜欢一半苹果。,Yéye xǐhuan yíbàn píngguǒ.,おじいさんはリンゴの半分が好きです。,「一半」は「半分」という数量表現です。,11,是／也／都,HSKsentences,165
166,4,一块儿去，一下儿就好。,"Yíkuàir qù, yíxiàr jiù hǎo.",一緒に行って、少しでいいです。,「一块儿」は「一緒に」、「一下儿」は「ちょっと」を表します。,70,是／也／都,HSKsentences,166
167,3,一些一边走一边看。,Yìxiē yìbiān zǒu yìbiān kàn.,いくつかは歩きながら見ます。,「一边A一边B」で「Aしながら Bする」を表します。,37,是／也／都,HSKsentences,167
168,1,一点儿一起去医生那儿。,Yìdiǎnr yìqǐ qù yīshēng nàr.,少し一緒にお医者さんのところへ行きます。,「一点儿」は「少し」という数量表現です。,12,想／多少／个,HSKsentences,168
169,1,医院和学校一样大。,Yīyuàn hé xuéxiào yíyàng dà.,病院と学校は同じくらい大きいです。,「一样」は「同じ」という形容詞です。,,是／也／都,HSKsentences,169
170,1,用右手写字。,Yòng yòu shǒu xiě zì.,右手で字を書きます。,「右」は「右」という方位名詞です。,,想／多少／个,HSKsentences,170
171,1,有些人有的没来。,Yǒuxiē rén yǒude méi lái.,何人かは来ませんでした。,「有些」「有的」はどちらも「一部の」という意味です。,,想／多少／个,HSKsentences,171
172,1,有时候用，很有用。,"Yǒu shíhou yòng, hěn yǒuyòng.",時々使う、とても役に立ちます。,「有时候」は「時々」、「有用」は「役に立つ」です。,,想／多少／个,HSKsentences,172
173,1,右边有个有名的人。,Yòubian yǒu gè yǒumíng de rén.,右側に有名な人がいます。,「有名」は「有名な」という形容詞です。,,是／也／都,HSKsentences,173
174,1,下雨了，一元一把。,"Xiàyǔ le, yì yuán yì bǎ.",雨が降りました、1元で1本です。,「雨」は名詞、「元」はお金の単位です。,,是／也／都,HSKsentences,174
175,1,那儿很远，月月都去。,"Nàr hěn yuǎn, yuè yuè dōu qù.",あそこはとても遠く、毎月行きます。,「远」は「遠い」、「月」は「月」を表す名詞です。,,是／也／都,HSKsentences,175
176,1,再见，再来找我。,"Zàijiàn, zài lái zhǎo wǒ.",さようなら、また探しに来てください。,「再见」は別れの挨拶、「再」は「また」を表します。,,叫,HSKsentences,176
177,1,我在家，你在家吗？,"Wǒ zài jiā, nǐ zài jiā ma?",私は家にいます、あなたは家にいますか。,「在家」は「家にいる」という表現です。,7,在／有／呢,HSKsentences,177
178,1,早上找到了。,Zǎoshang zhǎodào le.,朝、見つけました。,「找到」は「見つける」という結果補語付き動詞です。,,曜日・日付,HSKsentences,178
179,1,怎么找也找不着。,Zěnme zhǎo yě zhǎobuzháo.,どうやって探しても見つかりません。,「怎么」は方法を尋ねる疑問詞、「着」は結果補語です。,2,是／也／都,HSKsentences,179
180,1,这边这些是真的。,Zhèbiān zhèxiē shì zhēn de.,こちらのこれらは本物です。,「这边」「这些」はどちらも指示代名詞です。,13,是／也／都,HSKsentences,180
181,4,正在中间，正好。,"Zhèngzài zhōngjiān, zhènghǎo.",ちょうど真ん中で、ちょうどいいです。,「正在」は動作の進行、「中间」は場所を表します。,46,曜日・日付,HSKsentences,181
182,1,我知道这个知识。,Wǒ zhīdào zhège zhīshi.,私はこの知識を知っています。,「知道」は「知っている」という動詞です。,,是／也／都,HSKsentences,182
183,1,这本书很重，很重要。,"Zhè běn shū hěn zhòng, hěn zhòngyào.",この本はとても重く、とても重要です。,「重」「重要」はどちらも形容詞です。,,是／也／都,HSKsentences,183
184,1,中学生学中文，中午上课。,"Zhōngxuéshēng xué Zhōngwén, zhōngwǔ shàngkè.",中学生は中国語を学び、昼に授業があります。,「中学生」「中文」「中午」はいずれも「中」を含む名詞です。,,是／也／都,HSKsentences,184
185,1,住在这儿，准备桌子。,"Zhù zài zhèr, zhǔnbèi zhuōzi.",ここに住んでいて、机を準備します。,「住」は「住む」、「准备」は「準備する」という動詞です。,7,是／也／都,HSKsentences,185
186,2,走路走到最后。,Zǒulù zǒudào zuìhòu.,歩いて最後まで歩きます。,「走路」は「歩く」、「最后」は「最後」です。,14,是／也／都,HSKsentences,186
187,2,最好坐下，坐左边。,"Zuìhǎo zuòxià, zuò zuǒbiān.",座ったほうがいい、左側に座ってください。,「最好」は「〜したほうがいい」を表します。,14,是／也／都,HSKsentences,187
188,1,昨天在左边。,Zuótiān zài zuǒbiān.,昨日は左側にいました。,「昨天」は「昨日」という時間名詞です。,,曜日・日付,HSKsentences,188
189,2,啊，这是爱情，也是爱人。,"À, zhè shì àiqíng, yě shì àirén.",ああ、これは愛であり、恋人でもあります。,「啊」は感嘆を表す語気助詞です。,2,要／觉得／最／几と多,HSKsentences,189
190,2,这里很安静，也很安全。,"Zhèlǐ hěn ānjìng, yě hěn ānquán.",ここはとても静かで、安全でもあります。,「安静」「安全」はどちらも形容詞です。,2,是不是／每／多,HSKsentences,190
191,2,班长的衣服是白色。,Bānzhǎng de yīfu shì báisè.,班長の服は白色です。,「班长」は「班長」という名詞です。,,是不是／每／多,HSKsentences,191
192,2,办公室要办法子。,Bàngōngshì yào bàn fǎzi.,事務室では方法を考える必要があります。,「办」「办法」はどちらも「する・方法」を表します。,,就／对～／還／有点儿,HSKsentences,192
193,2,半夜帮助了老朋友。,Bànyè bāngzhù le lǎo péngyou.,真夜中に旧友を助けました。,「帮助」は「助ける」という動詞です。,17,還（継続）／時間＋就／离,HSKsentences,193
194,2,我吃饱了，报名了考试。,"Wǒ chībǎo le, bàomíng le kǎoshì.",お腹いっぱいになり、試験に申し込みました。,「饱」は「満腹」、「报名」は「申し込む」です。,,要／觉得／最／几と多,HSKsentences,194
195,2,报纸说北方安全。,Bàozhǐ shuō běifāng ānquán.,新聞は北方が安全だと言っています。,「报纸」は「新聞」という名詞です。,,是不是／每／多,HSKsentences,195
196,2,比如说，他背着笔记本。,"Bǐrú shuō, tā bēi zhe bǐjìběn.",例えば、彼はノートパソコンを背負っています。,「比如说」は「例えば」という表現です。,,是不是／每／多,HSKsentences,196
197,2,用笔记一下笔记。,Yòng bǐ jì yíxià bǐjì.,ペンでちょっとメモを取ります。,「一下」は動詞に「ちょっと」を添えます。,16,的（名詞化）／一下／真,HSKsentences,197
198,2,必须在边上等。,Bìxū zài biān shàng děng.,必ず端で待たなければなりません。,「必须」は「必ず〜しなければならない」です。,,就／对～／還／有点儿,HSKsentences,198
199,2,天气变了，变成了雨。,"Tiānqì biàn le, biànchéng le yǔ.",天気が変わって、雨になりました。,「变」「变成」はどちらも「変わる」という動詞です。,,是不是／每／多,HSKsentences,199
200,2,这遍表示不错。,Zhè biàn biǎoshì búcuò.,この一回は悪くないことを表しています。,「遍」は回数の量詞、「表示」は「表す」です。,,是不是／每／多,HSKsentences,200
201,2,这个表不但便宜，还不够准。,"Zhège biǎo búdàn piányi, hái búgòu zhǔn.",この時計は安いだけでなく、精度も足りません。,「不但」は「〜だけでなく」を表します。,,是不是／每／多,HSKsentences,201
202,2,不过，不太不要紧。,"Búguò, bú tài búyàojǐn.",でも、あまり大したことではありません。,「不过」は「しかし」という逆接です。,23,是不是／每／多,HSKsentences,202
203,3,不好意思，不久就回来。,"Bù hǎoyìsi, bùjiǔ jiù huílái.",すみません、まもなく戻ります。,「不好意思」は軽い謝罪の表現です。,30,是不是／每／多,HSKsentences,203
204,2,她不满，也不如以前。,"Tā bùmǎn, yě bùrú yǐqián.",彼女は不満で、以前ほどでもありません。,「不如」は「〜に及ばない」という比較表現です。,2,是不是／每／多,HSKsentences,204
205,2,不少人觉得不同。,Bùshǎo rén juéde bùtóng.,少なくない人が違うと感じています。,「不少」は「少なくない」という数量表現です。,14,是不是／每／多,HSKsentences,205
206,2,这样不行，不一定对。,"Zhèyàng bùxíng, bù yídìng duì.",これではだめで、必ずしも正しいとは限りません。,「不一定」は「必ずしも〜とは限らない」です。,,是不是／每／多,HSKsentences,206
207,2,不一会儿，部分人来了。,"Bùyíhuìr, bùfen rén lái le.",しばらくして、一部の人が来ました。,「部分」は「一部」という名詞です。,,是不是／每／多,HSKsentences,207
208,2,才看菜单，才参观。,"Cái kàn càidān, cái cānguān.",やっとメニューを見て、やっと見学しました。,「才」は「やっと」を表す副詞です。,35,就／对～／還／有点儿,HSKsentences,208
209,2,我参加了，草地很大。,"Wǒ cānjiā le, cǎodì hěn dà.",私は参加しました、芝生はとても広いです。,「参加」は「参加する」という動詞です。,,就／对～／還／有点儿,HSKsentences,209
210,2,这层楼查一下。,Zhè céng lóu chá yíxià.,この階をちょっと調べます。,「层」は階を数える量詞、「查」は「調べる」です。,16,是不是／每／多,HSKsentences,210
211,4,差不多长，常见常用。,"Chàbuduō cháng, chángjiàn chángyòng.",ほぼ同じ長さで、よく見かけよく使われます。,「差不多」は「ほぼ同じ」という表現です。,46,是不是／每／多,HSKsentences,211
212,2,这场超过超市那场。,Zhè chǎng chāoguò chāoshì nà chǎng.,この試合はスーパーのあの試合を上回りました。,「超过」は「超える」という動詞です。,,比較構文(1) 比,HSKsentences,212
213,2,车辆称重了。,Chēliàng chēng zhòng le.,車両は重さを量りました。,「车辆」は「車両」という名詞です。,,是不是／每／多,HSKsentences,213
214,2,她成了成绩最好的人。,Tā chéng le chéngjì zuì hǎo de rén.,彼女は成績が一番いい人になりました。,「成」は「〜になる」という動詞です。,14,是不是／每／多,HSKsentences,214
