id,hanzi,pinyin,meaning_ja,hsk_level,source_site
497,坐下,zuòxià,座る,1,HSKpractice_exercises
498,左边,zuǒbian,左側,1,HSKpractice_exercises
499,昨天,zuótiān,昨日,1,HSKpractice_exercises
500,啊,a,(語気助詞),2,HSKpractice_exercises
501,爱情,àiqíng,愛情,2,HSKpractice_exercises
502,爱人,àirén,配偶者,2,HSKpractice_exercises
503,安静,ānjìng,静か,2,HSKpractice_exercises
504,安全,ānquán,安全,2,HSKpractice_exercises
505,白色,báisè,白色,2,HSKpractice_exercises
506,班长,bānzhǎng,クラス長,2,HSKpractice_exercises
507,办,bàn,（催しなどを）行う、開く,2,HSKpractice_exercises
508,办法,bànfǎ,方法,2,HSKpractice_exercises
509,办公室,bàngōngshì,事務室,2,HSKpractice_exercises
510,半夜,bànyè,夜中,2,HSKpractice_exercises
511,帮助,bāngzhù,助ける、助け,2,HSKpractice_exercises
512,饱,bǎo,満腹だ,2,HSKpractice_exercises
513,报名,bàomíng,申し込む,2,HSKpractice_exercises
514,报纸,bàozhǐ,新聞,2,HSKpractice_exercises
515,北方,běifāng,北方,2,HSKpractice_exercises
516,背,bèi,背負う・暗記する,2,HSKpractice_exercises
517,比如,bǐrú,例えば,2,HSKpractice_exercises
518,比如说,bǐrú shuō,例えば,2,HSKpractice_exercises
519,笔,bǐ,ペン,2,HSKpractice_exercises
520,笔记,bǐjì,ノート・メモ,2,HSKpractice_exercises
521,笔记本,bǐjìběn,ノート,2,HSKpractice_exercises
522,必须,bìxū,〜しなければならない,2,HSKpractice_exercises
523,边,biān,側・辺,2,HSKpractice_exercises
524,变,biàn,変わる,2,HSKpractice_exercises
525,变成,biànchéng,〜に変わる,2,HSKpractice_exercises
526,遍,biàn,〜回(通す),2,HSKpractice_exercises
527,表,biǎo,表・時計,2,HSKpractice_exercises
528,表示,biǎoshì,表す,2,HSKpractice_exercises
529,不错,bùcuò,なかなか良い,2,HSKpractice_exercises
530,不但,búdàn,〜だけでなく,2,HSKpractice_exercises
531,不够,búgòu,足りない,2,HSKpractice_exercises
532,不过,búguò,しかし,2,HSKpractice_exercises
533,不太,bú tài,あまり〜ない,2,HSKpractice_exercises
534,不要,búyào,〜しないで,2,HSKpractice_exercises
535,不好意思,bù hǎoyìsi,恥ずかしい・すみません,2,HSKpractice_exercises
536,不久,bùjiǔ,間もなく,2,HSKpractice_exercises
537,不满,bùmǎn,不満,2,HSKpractice_exercises
538,不如,bùrú,〜に及ばない,2,HSKpractice_exercises
539,不少,bùshǎo,少なくない,2,HSKpractice_exercises
540,不同,bùtóng,異なる,2,HSKpractice_exercises
541,不行,bùxíng,だめだ,2,HSKpractice_exercises
542,不一定,bù yídìng,必ずしも〜ではない,2,HSKpractice_exercises
543,不一会儿,bù yíhuìr,すぐに,2,HSKpractice_exercises
544,部分,bùfèn,部分,2,HSKpractice_exercises
545,才,cái,やっと,2,HSKpractice_exercises
546,菜单,càidān,メニュー,2,HSKpractice_exercises
547,参观,cānguān,見学する,2,HSKpractice_exercises
548,参加,cānjiā,参加する,2,HSKpractice_exercises
549,草,cǎo,草,2,HSKpractice_exercises
550,草地,cǎodì,草地,2,HSKpractice_exercises
551,层,céng,〜階(量詞),2,HSKpractice_exercises
552,查,chá,調べる,2,HSKpractice_exercises
553,差不多,chàbuduō,だいたい、ほぼ,2,HSKpractice_exercises
554,长,cháng,長い,2,HSKpractice_exercises
555,常见,chángjiàn,よくある,2,HSKpractice_exercises
556,常用,chángyòng,よく使う,2,HSKpractice_exercises
557,场,chǎng,〜回(試合等),2,HSKpractice_exercises
558,超过,chāoguò,超える,2,HSKpractice_exercises
559,超市,chāoshì,スーパー,2,HSKpractice_exercises
560,车辆,chēliàng,車両,2,HSKpractice_exercises
561,称,chēng,〜と称する、名付ける、呼ぶ,2,HSKpractice_exercises
562,成,chéng,〜になる,2,HSKpractice_exercises
563,成绩,chéngjì,成績,2,HSKpractice_exercises
564,成为,chéngwéi,〜になる,2,HSKpractice_exercises
565,重复,chóngfù,繰り返す,2,HSKpractice_exercises
566,重新,chóngxīn,改めて,2,HSKpractice_exercises
567,出发,chūfā,出発する,2,HSKpractice_exercises
568,出国,chūguó,出国する,2,HSKpractice_exercises
569,出口,chūkǒu,出口,2,HSKpractice_exercises
570,出门,chūmén,外出する,2,HSKpractice_exercises
571,出生,chūshēng,生まれる,2,HSKpractice_exercises
572,出现,chūxiàn,現れる,2,HSKpractice_exercises
573,出院,chūyuàn,退院する,2,HSKpractice_exercises
574,出租,chūzū,賃貸に出す,2,HSKpractice_exercises
575,出租车,chūzūchē,タクシー,2,HSKpractice_exercises
576,船,chuán,船,2,HSKpractice_exercises
577,吹,chuī,吹く,2,HSKpractice_exercises
578,春节,Chūnjié,春節,2,HSKpractice_exercises
579,春天,chūntiān,春,2,HSKpractice_exercises
580,词,cí,単語,2,HSKpractice_exercises
581,词典,cídiǎn,辞書,2,HSKpractice_exercises
582,词语,cíyǔ,語句,2,HSKpractice_exercises
583,从小,cóngxiǎo,幼い頃から,2,HSKpractice_exercises
584,答应,dāying,承諾する,2,HSKpractice_exercises
585,打工,dǎgōng,アルバイトする,2,HSKpractice_exercises
586,打算,dǎsuàn,〜するつもり,2,HSKpractice_exercises
587,打印,dǎyìn,印刷する,2,HSKpractice_exercises
588,大部分,dàbùfen,大部分,2,HSKpractice_exercises
589,大大,dàdà,大いに,2,HSKpractice_exercises
590,大多数,dàduōshù,大多数,2,HSKpractice_exercises
591,大海,dàhǎi,大海,2,HSKpractice_exercises
592,大家,dàjiā,みんな,2,HSKpractice_exercises
593,大量,dàliàng,大量,2,HSKpractice_exercises
594,大门,dàmén,正門,2,HSKpractice_exercises
595,大人,dàrén,大人,2,HSKpractice_exercises
596,大声,dàshēng,大声,2,HSKpractice_exercises
597,大小,dàxiǎo,大きさ,2,HSKpractice_exercises
598,大衣,dàyī,コート,2,HSKpractice_exercises
599,大自然,dàzìrán,大自然,2,HSKpractice_exercises
600,带,dài,持って行く,2,HSKpractice_exercises
601,带来,dàilái,もたらす,2,HSKpractice_exercises
602,单位,dānwèi,職場・単位,2,HSKpractice_exercises
603,但,dàn,しかし,2,HSKpractice_exercises
604,但是,dànshì,しかし,2,HSKpractice_exercises
605,蛋,dàn,卵,2,HSKpractice_exercises
606,当,dāng,〜になる、〜として（例：当老师＝先生になる）、〜する時（例：当…时）,2,HSKpractice_exercises
607,当时,dāngshí,当時,2,HSKpractice_exercises
608,倒,dào,倒れる・逆に,2,HSKpractice_exercises
609,到处,dàochù,あちこち,2,HSKpractice_exercises
610,道,dào,道・〜本(量詞),2,HSKpractice_exercises
611,道理,dàolǐ,道理、理屈,2,HSKpractice_exercises
612,道路,dàolù,道路,2,HSKpractice_exercises
613,得,dé,得る,2,HSKpractice_exercises
614,得出,déchū,導き出す,2,HSKpractice_exercises
615,的话,dehuà,〜ならば（もし〜の話）,2,HSKpractice_exercises
616,灯,dēng,灯り,2,HSKpractice_exercises
617,等到,děngdào,〜まで待つ,2,HSKpractice_exercises
618,等于,děngyú,〜に等しい,2,HSKpractice_exercises
619,低,dī,低い,2,HSKpractice_exercises
620,地球,dìqiú,地球,2,HSKpractice_exercises
621,地铁,dìtiě,地下鉄,2,HSKpractice_exercises
622,地铁站,dìtiězhàn,地下鉄の駅,2,HSKpractice_exercises
623,点头,diǎntóu,うなずく,2,HSKpractice_exercises
624,店,diàn,店,2,HSKpractice_exercises
625,掉,diào,落ちる,2,HSKpractice_exercises
626,东北,dōngběi,東北,2,HSKpractice_exercises
627,东方,dōngfāng,東方,2,HSKpractice_exercises
628,东南,dōngnán,東南,2,HSKpractice_exercises
629,冬天,dōngtiān,冬,2,HSKpractice_exercises
630,懂,dǒng,わかる,2,HSKpractice_exercises
631,懂得,dǒngde,わかる,2,HSKpractice_exercises
632,动物,dòngwù,動物,2,HSKpractice_exercises
633,动物园,dòngwùyuán,動物園,2,HSKpractice_exercises
634,读音,dúyīn,発音,2,HSKpractice_exercises
635,度,dù,度,2,HSKpractice_exercises
636,短,duǎn,短い,2,HSKpractice_exercises
637,短信,duǎnxìn,ショートメール,2,HSKpractice_exercises
638,段,duàn,〜段落(量詞),2,HSKpractice_exercises
639,队,duì,チーム,2,HSKpractice_exercises
640,队长,duìzhǎng,チームリーダー,2,HSKpractice_exercises
641,对话,duìhuà,対話,2,HSKpractice_exercises
642,对面,duìmiàn,向かい,2,HSKpractice_exercises
643,多久,duōjiǔ,どのくらいの間,2,HSKpractice_exercises
644,多么,duōme,なんて,2,HSKpractice_exercises
645,多数,duōshù,多数,2,HSKpractice_exercises
646,多云,duōyún,曇り,2,HSKpractice_exercises
647,而且,érqiě,その上,2,HSKpractice_exercises
648,发,fā,発する,2,HSKpractice_exercises
649,发现,fāxiàn,気づく、発見する,2,HSKpractice_exercises
650,饭馆,fànguǎn,レストラン,2,HSKpractice_exercises
651,方便,fāngbiàn,都合がいい,2,HSKpractice_exercises
652,方便面,fāngbiànmiàn,インスタントラーメン,2,HSKpractice_exercises
653,方法,fāngfǎ,方法,2,HSKpractice_exercises
654,方面,fāngmiàn,方面,2,HSKpractice_exercises
655,方向,fāngxiàng,方向,2,HSKpractice_exercises
656,放下,fàngxià,置く・下ろす,2,HSKpractice_exercises
657,放心,fàngxīn,安心する,2,HSKpractice_exercises
658,分开,fēnkāi,分かれる,2,HSKpractice_exercises
659,分数,fēnshù,点数,2,HSKpractice_exercises
660,份,fèn,〜通、〜部（書類の量詞）,2,HSKpractice_exercises
661,封,fēng,〜通(量詞),2,HSKpractice_exercises
662,服务,fúwù,サービス,2,HSKpractice_exercises
663,复习,fùxí,復習する,2,HSKpractice_exercises
664,该,gāi,〜すべきだ,2,HSKpractice_exercises
665,改,gǎi,直す,2,HSKpractice_exercises
666,改变,gǎibiàn,変える,2,HSKpractice_exercises
667,干杯,gānbēi,乾杯,2,HSKpractice_exercises
668,感到,gǎndào,感じる,2,HSKpractice_exercises
669,感动,gǎndòng,感動する,2,HSKpractice_exercises
670,感觉,gǎnjué,感じる,2,HSKpractice_exercises
671,感谢,gǎnxiè,感謝する,2,HSKpractice_exercises
672,干活儿,gànhuór,仕事をする,2,HSKpractice_exercises
673,刚,gāng,〜したばかり,2,HSKpractice_exercises
674,刚才,gāngcái,さっき,2,HSKpractice_exercises
675,刚刚,gānggāng,たった今,2,HSKpractice_exercises
676,高级,gāojí,高級,2,HSKpractice_exercises
677,高中,gāozhōng,高校,2,HSKpractice_exercises
678,个子,gèzi,背丈,2,HSKpractice_exercises
679,更,gèng,さらに,2,HSKpractice_exercises
680,公共汽车,gōnggòngqìchē,バス,2,HSKpractice_exercises
681,公交车,gōngjiāochē,バス,2,HSKpractice_exercises
682,公斤,gōngjīn,キログラム,2,HSKpractice_exercises
683,公里,gōnglǐ,キロメートル,2,HSKpractice_exercises
684,公路,gōnglù,道路,2,HSKpractice_exercises
685,公平,gōngpíng,公平だ,2,HSKpractice_exercises
686,公司,gōngsī,会社,2,HSKpractice_exercises
687,公园,gōngyuán,公園,2,HSKpractice_exercises
688,狗,gǒu,犬,2,HSKpractice_exercises
689,够,gòu,十分だ、足りる,2,HSKpractice_exercises
690,故事,gùshì,物語、ストーリー,2,HSKpractice_exercises
691,故意,gùyì,わざと,2,HSKpractice_exercises
692,顾客,gùkè,お客様,2,HSKpractice_exercises
693,关机,guānjī,電源を切る,2,HSKpractice_exercises
694,关心,guānxīn,気にかける,2,HSKpractice_exercises
695,观点,guāndiǎn,観点,2,HSKpractice_exercises
696,广场,guǎngchǎng,広場,2,HSKpractice_exercises
697,广告,guǎnggào,広告,2,HSKpractice_exercises
698,国际,guójì,国際,2,HSKpractice_exercises
699,过来,guòlái,こちらに来る,2,HSKpractice_exercises
700,过年,guònián,年を越す,2,HSKpractice_exercises
701,过去,guòqù,過去・過ぎ去る,2,HSKpractice_exercises
702,海,hǎi,海,2,HSKpractice_exercises
703,海边,hǎibiān,海辺,2,HSKpractice_exercises
704,喊,hǎn,叫ぶ,2,HSKpractice_exercises
705,好处,hǎochù,利点,2,HSKpractice_exercises
706,好多,hǎoduō,たくさん,2,HSKpractice_exercises
707,好久,hǎojiǔ,久しぶり,2,HSKpractice_exercises
708,好人,hǎorén,良い人,2,HSKpractice_exercises
709,好事,hǎoshì,良いこと,2,HSKpractice_exercises
710,好像,hǎoxiàng,〜のようだ,2,HSKpractice_exercises
711,合适,héshì,ふさわしい、ぴったりだ,2,HSKpractice_exercises
712,河,hé,川,2,HSKpractice_exercises
713,黑,hēi,黒い,2,HSKpractice_exercises
714,黑板,hēibǎn,黒板,2,HSKpractice_exercises
715,黑色,hēisè,黒色,2,HSKpractice_exercises
716,红,hóng,赤い,2,HSKpractice_exercises
717,红色,hóngsè,赤色,2,HSKpractice_exercises
718,后来,hòulái,その後,2,HSKpractice_exercises
719,忽然,hūrán,突然,2,HSKpractice_exercises
720,湖,hú,湖,2,HSKpractice_exercises
721,护照,hùzhào,パスポート,2,HSKpractice_exercises
722,花园,huāyuán,庭園,2,HSKpractice_exercises
723,画,huà,絵・描く,2,HSKpractice_exercises
724,画家,huàjiā,画家,2,HSKpractice_exercises
725,画儿,huàr,絵,2,HSKpractice_exercises
726,坏处,huàichù,欠点,2,HSKpractice_exercises
727,坏人,huàirén,悪人,2,HSKpractice_exercises
728,欢迎,huānyíng,歓迎する,2,HSKpractice_exercises
729,换,huàn,変える、交換する,2,HSKpractice_exercises
730,黄,huáng,黄色い,2,HSKpractice_exercises
731,黄色,huángsè,黄色,2,HSKpractice_exercises
732,回国,huíguó,帰国する,2,HSKpractice_exercises
733,活动,huódòng,活動,2,HSKpractice_exercises
734,或,huò,あるいは,2,HSKpractice_exercises
735,或者,huòzhě,あるいは,2,HSKpractice_exercises
736,机会,jīhuì,機会,2,HSKpractice_exercises
737,鸡,jī,鶏,2,HSKpractice_exercises
738,级,jí,〜級,2,HSKpractice_exercises
739,急,jí,焦る,2,HSKpractice_exercises
740,计划,jìhuà,計画,2,HSKpractice_exercises
741,计算机,jìsuànjī,コンピューター,2,HSKpractice_exercises
742,加,jiā,加える,2,HSKpractice_exercises
743,加油,jiāyóu,頑張る,2,HSKpractice_exercises
744,家庭,jiātíng,家庭,2,HSKpractice_exercises
745,家长,jiāzhǎng,保護者,2,HSKpractice_exercises
746,假,jiǎ,休み、休暇,2,HSKpractice_exercises
747,假期,jiàqī,休暇、連休,2,HSKpractice_exercises
748,检查,jiǎnchá,検査する,2,HSKpractice_exercises
749,见到,jiàndào,会う,2,HSKpractice_exercises
750,见过,jiànguò,会ったことがある,2,HSKpractice_exercises
751,件,jiàn,〜着・〜件(量詞),2,HSKpractice_exercises
752,健康,jiànkāng,健康,2,HSKpractice_exercises
753,讲,jiǎng,話す,2,HSKpractice_exercises
754,讲话,jiǎnghuà,話をする,2,HSKpractice_exercises
755,交,jiāo,払う、渡す,2,HSKpractice_exercises
756,交给,jiāogěi,手渡す,2,HSKpractice_exercises
757,交朋友,jiāo péngyou,友達になる,2,HSKpractice_exercises
758,交通,jiāotōng,交通,2,HSKpractice_exercises
759,角,jiǎo,角・隅,2,HSKpractice_exercises
760,角度,jiǎodù,角度,2,HSKpractice_exercises
761,饺子,jiǎozi,餃子,2,HSKpractice_exercises
762,脚,jiǎo,足,2,HSKpractice_exercises
763,叫作,jiàozuò,〜と呼ばれる,2,HSKpractice_exercises
764,教师,jiàoshī,教師,2,HSKpractice_exercises
765,教室,jiàoshì,教室,2,HSKpractice_exercises
766,教学,jiàoxué,教学,2,HSKpractice_exercises
767,教育,jiàoyù,教育,2,HSKpractice_exercises
768,接,jiē,受け取る・迎える,2,HSKpractice_exercises
769,接到,jiēdào,受け取る,2,HSKpractice_exercises
770,接受,jiēshòu,受け入れる,2,HSKpractice_exercises
771,接下来,jiēxiàlái,次に,2,HSKpractice_exercises
772,接着,jiēzhe,引き続き,2,HSKpractice_exercises
773,街,jiē,街,2,HSKpractice_exercises
774,节,jié,〜コマ(授業)・祝日,2,HSKpractice_exercises
775,节目,jiémù,番組,2,HSKpractice_exercises
776,节日,jiérì,祝日,2,HSKpractice_exercises
777,结果,jiéguǒ,結果,2,HSKpractice_exercises
778,借,jiè,借りる,2,HSKpractice_exercises
779,斤,jīn,斤(重さの単位),2,HSKpractice_exercises
780,今后,jīnhòu,今後,2,HSKpractice_exercises
781,进入,jìnrù,入る,2,HSKpractice_exercises
782,进行,jìnxíng,行う,2,HSKpractice_exercises
783,近,jìn,近い,2,HSKpractice_exercises
784,经常,jīngcháng,よく、しょっちゅう,2,HSKpractice_exercises
785,经过,jīngguò,経過する,2,HSKpractice_exercises
786,经理,jīnglǐ,経営者・マネージャー,2,HSKpractice_exercises
787,酒,jiǔ,酒,2,HSKpractice_exercises
788,酒店,jiǔdiàn,ホテル,2,HSKpractice_exercises
789,就要,jiùyào,もうすぐ〜する,2,HSKpractice_exercises
790,举,jǔ,挙げる,2,HSKpractice_exercises
791,举手,jǔshǒu,手を挙げる,2,HSKpractice_exercises
792,举行,jǔxíng,挙行する,2,HSKpractice_exercises
793,句,jù,〜文(量詞),2,HSKpractice_exercises
794,句子,jùzi,文,2,HSKpractice_exercises
795,卡,kǎ,カード,2,HSKpractice_exercises
796,开机,kāijī,電源を入れる,2,HSKpractice_exercises
797,开心,kāixīn,嬉しい,2,HSKpractice_exercises
798,开学,kāixué,新学期が始まる,2,HSKpractice_exercises
799,看法,kànfǎ,意見、見方,2,HSKpractice_exercises
800,考生,kǎoshēng,受験生,2,HSKpractice_exercises
801,靠,kào,頼る・寄りかかる,2,HSKpractice_exercises
802,科,kē,学科,2,HSKpractice_exercises
803,科学,kēxué,科学,2,HSKpractice_exercises
804,可爱,kěài,可愛い,2,HSKpractice_exercises
805,可能,kěnéng,可能性・かもしれない,2,HSKpractice_exercises
806,可怕,kěpà,恐ろしい,2,HSKpractice_exercises
807,可是,kěshì,しかし,2,HSKpractice_exercises
808,可以,kěyǐ,〜してよい,2,HSKpractice_exercises
809,克,kè,グラム,2,HSKpractice_exercises
810,刻,kè,15分・彫る,2,HSKpractice_exercises
811,客人,kèrén,お客さん,2,HSKpractice_exercises
812,课堂,kètáng,授業・教室,2,HSKpractice_exercises
813,空气,kōngqì,空気,2,HSKpractice_exercises
814,哭,kū,泣く,2,HSKpractice_exercises
815,快餐,kuàicān,ファストフード,2,HSKpractice_exercises
816,快点儿,kuàidiǎnér,早く,2,HSKpractice_exercises
817,快乐,kuàilè,楽しい,2,HSKpractice_exercises
818,快要,kuàiyào,もうすぐ〜,2,HSKpractice_exercises
819,筷子,kuàizi,箸,2,HSKpractice_exercises
820,拉,lā,引く,2,HSKpractice_exercises
821,来自,láizì,〜から来る,2,HSKpractice_exercises
